lemma;form;armLemma;armForm;pos;pos_coarse;feats
patmem;patmecʻin;պատմեմ;պատմեցին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
patmem;patmecʻín;պատմեմ;պատմեցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
patmem;patmecʻḗkʻ;պատմեմ;պատմեցէ՛ք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
patmem;patmeácʻ;պատմեմ;պատմեա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
patmem;patmeín;պատմեմ;պատմեի՛ն;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
patmem;patmeín;պատմեմ;պատմեի՛ն;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICp
patmowtʻiwn;patmowtʻiwn;պատմութիւն;պատմութիւն;N;Nb;NUMBs|CASEa
patmowčan;patmowčan;պատմուճան;պատմուճան;N;Nb;NUMBs|CASEa
patmowčan;patmowčanawkʻ;պատմուճան;պատմուճանաւք;N;Nb;NUMBp|CASEi
patnēš;patnēš;պատնէշ;պատնէշ;N;Nb;NUMBs|CASEa
patowakan;patowakan;պատուական;պատուական;A;A-;NUMBs|CASEn
patowakanagoyn;patowakanagoyn;պատուականագոյն;պատուականագոյն;A;A-;NUMBs|CASEn
patowandan;patowandan;պատուանդան;պատուանդան;N;Nb;NUMBs|CASEa
patowem;patoweá;պատուեմ;պատուեա՛;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
patowiran;patowiranaw;պատուիրան;պատուիրանաւ;N;Nb;NUMBs|CASEi
patowiran;patowirani;պատուիրան;պատուիրանի;N;Nb;NUMBs|CASEg
patowiran;patowirans;պատուիրան;պատուիրանս;N;Nb;NUMBp|CASEa
patowiran;patowirans;պատուիրան;պատուիրանս;N;Nb;NUMBp|CASEl
patowirem;patowireacʻ;պատուիրեմ;պատուիրեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
patowirem;patowireal;պատուիրեմ;պատուիրեալ;V;V-;NUMBs|MOODp|CASEn
patowirem;patowirēr;պատուիրեմ;պատուիրէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
patowēr;patowēr;պատուէր;պատուէր;N;Nb;NUMBs|CASEa
patrast;patrast;պատրաստ;պատրաստ;A;A-;NUMBs|CASEn
patrast;patrást;պատրաստ;պատրա՛ստ;A;A-;NUMBs|CASEa
patrast;patrást;պատրաստ;պատրա՛ստ;A;A-;NUMBs|CASEn
patrast;patrástkʻ;պատրաստ;պատրա՛ստք;A;A-;NUMBp|CASEn
patrastem;patrastea;պատրաստեմ;պատրաստեա;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
patrastem;patrastecʻer;պատրաստեմ;պատրաստեցեր;V;V-;PERS2|NUMBs|TENSa|MOODi|VOICa
patrastem;patrastecʻin;պատրաստեմ;պատրաստեցին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
patrastem;patrastecʻēkʻ;պատրաստեմ;պատրաստեցէք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
patrastem;patrastel;պատրաստեմ;պատրաստել;V;V-;MOODn
patrastem;patrastescʻowkʻ;պատրաստեմ;պատրաստեսցուք;V;V-;PERS1|NUMBp|TENSa|MOODs|VOICa
patrastem;patrastesǰikʻ;պատրաստեմ;պատրաստեսջիք;V;V-;PERS2|NUMBp|TENSa|MOODs|VOICa
patrastem;patrasticʻē;պատրաստեմ;պատրաստիցէ;V;V-;PERS3|NUMBs|TENSp|MOODs|VOICa
patrastem;patrastél;պատրաստեմ;պատրաստե՛լ;V;V-;MOODn
patčar̄ankʻ;patčar̄anawkʻ;պատճառանք;պատճառանաւք;N;Nb;NUMBp|CASEi
patčar̄em;patčar̄ēr;պատճառեմ;պատճառէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
patžem;patžicʻikʻ;պատժեմ;պատժիցիք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICp
patžem;patžēkʻ;պատժեմ;պատժէք;V;V-;PERS2|NUMBp|TENSp|MOODm|VOICa
paytʻowcʻanem;paytʻowcʻanē;պայթուցանեմ;պայթուցանէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
pašarem;paršarescʻén;պաշարեմ;պարշարեսցե՛ն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
paštawn;paštaman;պաշտաւն;պաշտաման;N;Nb;NUMBs|CASEg
paštawneay;paštawneay;պաշտաւնեայ;պաշտաւնեայ;N;Nb;NUMBs|CASEa
paštem;paštea;պաշտեմ;պաշտեա;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
paštem;paštein;պաշտեմ;պաշտեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
paštem;paštescʻes;պաշտեմ;պաշտեսցես;V;V-;PERS2|NUMBs|TENSa|MOODs|VOICa
paštem;pašticʻḗ;պաշտեմ;պաշտիցէ՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
paštem;paštél;պաշտեմ;պաշտե՛լ;V;V-;MOODn
paštem;paštēr;պաշտեմ;պաշտէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
paštem;paštḗr;պաշտեմ;պաշտէ՛ր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
paštpanem;paštpaneácʻ;պաշտպանեմ;պաշտպանեա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
petowtʻiwn;petowtʻean;պետութիւն;պետութեան;N;Nb;NUMBs|CASEd
petowtʻiwn;petowtʻiwns;պետութիւն;պետութիւնս;N;Nb;NUMBp|CASEa
pitanacʻow;pitanacʻow;պիտանացու;պիտանացու;A;A-;NUMBs|CASEn
pitoy;pito;պիտոյ;պիտո;A;A-;NUMBs|CASEn
pitoy;pitoy;պիտոյ;պիտոյ;A;A-;NUMBs|CASEn
pitoy;pitóy;պիտոյ;պիտո՛յ;A;A-;NUMBs|CASEn
piłc;píłc;պիղծ;պի՛ղծ;A;A-;NUMBs|CASEn
piłc;płcocʻ;պիղծ;պղծոց;A;A-;NUMBp|CASEb
piłc;płcocʻ;պիղծ;պղծոց;A;A-;NUMBp|CASEd
piłc;płcoy;պիղծ;պղծոյ;A;A-;NUMBs|CASEd
piłc;płcoy;պիղծ;պղծոյ;A;A-;NUMBs|CASEg
pnak;pnaki;պնակ;պնակի;N;Nb;NUMBs|CASEg
pndagoyns;pndagóyns;պնդագոյնս;պնդագո՛յնս;D;Df;INFLn
pndem;pndeal;պնդեմ;պնդեալ;V;V-;NUMBs|MOODp|CASEn
pndem;pndein;պնդեմ;պնդեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
pndem;pnden;պնդեմ;պնդեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
por̄nik;por̄niks;պոռնիկ;պոռնիկս;N;Nb;NUMBp|CASEl
ptowł;ptowł;պտուղ;պտուղ;N;Nb;NUMBs|CASEa
ptowł;ptowł;պտուղ;պտուղ;N;Nb;NUMBs|CASEn
ptowł;ptowłs;պտուղ;պտուղս;N;Nb;NUMBp|CASEa
ptowł;ptłoy;պտուղ;պտղոյ;N;Nb;NUMBs|CASEb
ptowł;ptłóy;պտուղ;պտղո՛յ;N;Nb;NUMBs|CASEb
ptowł;pətowł;պտուղ;պըտուղ;N;Nb;NUMBs|CASEa
pēspēs;pēspēs;պէսպէս;պէսպէս;A;A-;INFLn
pētkʻ;pētkʻ;պէտք;պէտք;N;Nb;NUMBp|CASEn
pʻakankʻ;pʻakans;փականք;փականս;N;Nb;NUMBp|CASEa
pʻakem;pʻakeal;փակեմ;փակեալ;V;V-;NUMBs|MOODp|CASEn
pʻakem;pʻakecʻan;փակեմ;փակեցան;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
pʻakem;pʻakecʻin;փակեմ;փակեցին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
pʻakem;pʻakescʻē;փակեմ;փակեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
pʻapʻkowtʻiwn;pʻapʻkowtʻean;փափկութիւն;փափկութեան;N;Nb;NUMBs|CASEg
pʻapʻkowtʻiwn;pʻapʻkowtʻean;փափկութիւն;փափկութեան;N;Nb;NUMBs|CASEl
pʻarisecʻi;pʻaresecʻi;փարիսեցի;փարեսեցի;N;Nb;NUMBs|CASEn
pʻarisecʻi;pʻaresecʻwoy;փարիսեցի;փարեսեցւոյ;N;Nb;NUMBs|CASEg
pʻarisecʻi;pʻarisacʻi;փարիսեցի;փարիսացի;N;Nb;NUMBs|CASEn
pʻarisecʻi;pʻarisacʻikʻ;փարիսեցի;փարիսացիք;N;Nb;NUMBp|CASEn
pʻarisecʻi;pʻarisacʻwocʻ;փարիսեցի;փարիսացւոց;N;Nb;NUMBp|CASEg
pʻarisecʻi;pʻarisecʻi;փարիսեցի;փարիսեցի;N;Nb;NUMBs|CASEn
pʻarisecʻi;pʻarisecʻikʻ;փարիսեցի;փարիսեցիք;N;Nb;NUMBp|CASEn
pʻarisecʻi;pʻarisecʻikʻ;փարիսեցի;փարիսեցիք;N;Nb;NUMBp|CASEv
pʻarisecʻi;pʻarisecʻis;փարիսեցի;փարիսեցիս;N;Nb;NUMBp|CASEa
pʻarisecʻi;pʻarisecʻwocʻ;փարիսեցի;փարիսեցւոց;N;Nb;NUMBp|CASEb
pʻarisecʻi;pʻarisecʻwocʻ;փարիսեցի;փարիսեցւոց;N;Nb;NUMBp|CASEd
pʻarisecʻi;pʻarisecʻwocʻ;փարիսեցի;փարիսեցւոց;N;Nb;NUMBp|CASEg
pʻarisecʻi;pʻarisecʻwoy;փարիսեցի;փարիսեցւոյ;N;Nb;NUMBs|CASEg
pʻar̄awor;pʻar̄awor;փառաւոր;փառաւոր;A;A-;NUMBs|CASEa
pʻar̄awor;pʻar̄awór;փառաւոր;փառաւո՛ր;A;A-;NUMBs|CASEa
pʻar̄aworem;pʻar̄aworeal;փառաւորեմ;փառաւորեալ;V;V-;NUMBs|MOODp|CASEn
pʻar̄aworowtʻiwn;pʻar̄aworowtʻeancʻ;փառաւորութիւն;փառաւորութեանց;N;Nb;NUMBp|CASEg
pʻar̄kʻ;pʻar̄awkʻ;փառք;փառաւք;N;Nb;NUMBp|CASEi
pʻar̄kʻ;pʻar̄kʻ;փառք;փառք;N;Nb;NUMBp|CASEn
pʻar̄kʻ;pʻar̄s;փառք;փառս;N;Nb;NUMBp|CASEa
pʻar̄kʻ;pʻar̄s;փառք;փառս;N;Nb;NUMBp|CASEl
pʻar̄kʻ;pʻár̄kʻ;փառք;փա՛ռք;N;Nb;NUMBp|CASEn
pʻaxnowm;pʻaxean;փախնում;փախեան;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICp
pʻaxčʻim;pʻaxicʻén;փախչիմ;փախիցե՛ն;V;V-;PERS3|NUMBp|TENSa|MOODs|VOICa
pʻaxčʻim;pʻaxčʻel;փախչիմ;փախչել;V;V-;MOODn
pʻaylakn;pʻaylakn;փայլակն;փայլակն;N;Nb;NUMBs|CASEa
pʻaylakn;pʻaylakn;փայլակն;փայլակն;N;Nb;NUMBs|CASEn
pʻaylatakem;pʻaylatakeal;փայլատակեմ;փայլատակեալ;V;V-;NUMBs|MOODp|CASEn
pʻaylown;pʻaylown;փայլուն;փայլուն;A;A-;NUMBs|CASEn
pʻayt;pʻayt;փայտ;փայտ;N;Nb;NUMBs|CASEa
pʻegenay;pʻeganay;փեգենայ;փեգանայ;N;Nb;NUMBs|CASEa
pʻesay;pʻesay;փեսայ;փեսայ;N;Nb;NUMBs|CASEn
pʻilippos;Pʻiłiposi;փիլիպպոս;Փիղիպոսի;N;Ne;NUMBs|CASEg
pʻokʻr;pʻokʻow;փոքր;փոքու;A;A-;NUMBs|CASEd
pʻokʻr;pʻokʻow;փոքր;փոքու;A;A-;NUMBs|CASEl
pʻokʻrik;pʻokʻrik;փոքրիկ;փոքրիկ;A;A-;NUMBs|CASEn
pʻokʻrik;pʻokʻrkancʻ;փոքրիկ;փոքրկանց;A;A-;NUMBp|CASEb
pʻorem;pʻoreacʻ;փորեմ;փորեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
pʻorjem;pʻorjeal;փորձեմ;փորձեալ;V;V-;NUMBs|MOODp|CASEn
pʻorjem;pʻorjein;փորձեմ;փորձեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
pʻorjem;pʻorjel;փորձեմ;փորձել;V;V-;MOODn
pʻorjem;pʻorjescʻes;փորձեմ;փորձեսցես;V;V-;PERS2|NUMBs|TENSa|MOODs|VOICa
pʻorjem;pʻorjēkʻ;փորձեմ;փորձէք;V;V-;PERS2|NUMBp|TENSp|MOODi|VOICa
pʻorjem;pʻorjēr;փորձեմ;փորձէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
pʻorjowtʻiwn;pʻorjowtʻean;փորձութիւն;փորձութեան;N;Nb;NUMBs|CASEg
pʻorjowtʻiwn;pʻorjowtʻiwn;փորձութիւն;փորձութիւն;N;Nb;NUMBs|CASEa
pʻorjowtʻiwn;pʻorjowtʻiwns;փորձութիւն;փորձութիւնս;N;Nb;NUMBp|CASEl
pʻowtʻam;pʻowtʻacʻaw;փութամ;փութացաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
pʻowtʻam;pʻowtʻá;փութամ;փութա՛;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
pʻowtʻam;pʻowtʻám;փութամ;փութա՛մ;V;V-;PERS1|NUMBs|TENSp|MOODi|VOICa
pʻowtʻanaki;pʻowtʻanaki;փութանակի;փութանակի;D;Df;INFLn
pʻowtʻapēs;pʻowtʻapēs;փութապէս;փութապէս;D;Df;INFLn
pʻowš;pʻšocʻ;փուշ;փշոց;N;Nb;NUMBp|CASEd
pʻowš;pʻšocʻ;փուշ;փշոց;N;Nb;NUMBp|CASEg
pʻox;pʻox;փոխ;փոխ;N;Nb;NUMBs|CASEa
pʻoxanak#2;pʻoxanak;փոխանակ#2;փոխանակ;D;Df;INFLn
pʻoxanak;pʻoxanak;փոխանակ;փոխանակ;R;R-;INFLn
pʻoxarēn;pʻoxarēn;փոխարէն;փոխարէն;D;Df;INFLn
pʻoxatow;pʻoxatowi;փոխատու;փոխատուի;N;Nb;NUMBs|CASEg
pʻoxem;pʻoxecʻáw;փոխեմ;փոխեցա՛ւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
pʻoxem;pʻoxicʻikʻ;փոխեմ;փոխիցիք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICp
pʻoytʻ;pʻoytʻ;փոյթ;փոյթ;N;Nb;NUMBs|CASEn
pʻoł;pʻołs;փող;փողս;N;Nb;NUMBp|CASEa
pʻołocʻ;pʻołocʻs;փողոց;փողոցս;N;Nb;NUMBp|CASEa
pʻoši;pʻoši;փոշի;փոշի;N;Nb;NUMBs|CASEa
pʻoši;pʻošis;փոշի;փոշիս;N;Nb;NUMBs|CASEa
pʻrkem;pʻrkeals;փրկեմ;փրկեալս;V;V-;NUMBp|MOODp|CASEa
pʻrkem;pʻrkecʻaw;փրկեմ;փրկեցաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
pʻrkem;pʻrkelocʻ;փրկեմ;փրկելոց;V;V-;MOODd|CASEn
pʻrkem;pʻrkeá;փրկեմ;փրկեա՛;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
pʻrkičʻ;pʻrkičʻ;փրկիչ;փրկիչ;N;Nb;NUMBs|CASEa
pʻrkičʻ;pʻrkičʻ;փրկիչ;փրկիչ;N;Nb;NUMBs|CASEn
pʻrkowtʻiwn;pʻrkowtʻean;փրկութիւն;փրկութեան;N;Nb;NUMBs|CASEd
pʻrkowtʻiwn;pʻrkowtʻean;փրկութիւն;փրկութեան;N;Nb;NUMBs|CASEg
pʻrkowtʻiwn;pʻrkowtʻiwn;փրկութիւն;փրկութիւն;N;Nb;NUMBs|CASEa
pʻrkowtʻiwn;pʻrkowtʻiwn;փրկութիւն;փրկութիւն;N;Nb;NUMBs|CASEn
pʻrkowtʻiwn;pʻrkowtʻíwn;փրկութիւն;փրկութի՛ւն;N;Nb;NUMBs|CASEa
pʻrpʻrecʻowcʻanem;pʻrpʻrecʻowcʻanē;փրփրեցուցանեմ;փրփրեցուցանէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
pʻšrankʻ;pʻšranacʻ;փշրանք;փշրանաց;N;Nb;NUMBp|CASEb
s;s;ս;ս;D;Df;INFLn
sa;sa;սա;սա;P;Pd;NUMBs|CASEa
sa;sa;սա;սա;P;Pd;NUMBs|CASEn
sa;sma;սա;սմա;P;Pd;NUMBs|CASEd
sa;sma;սա;սմա;P;Pd;NUMBs|CASEl
sa;smanē;սա;սմանէ;P;Pd;NUMBs|CASEb
sa;smá;սա;սմա՛;P;Pd;NUMBs|CASEd
sa;socʻa;սա;սոցա;P;Pd;NUMBp|CASEg
sa;sokʻa;սա;սոքա;P;Pd;NUMBp|CASEn
sa;sokʻá;սա;սոքա՛;P;Pd;NUMBp|CASEn
sa;sosa;սա;սոսա;P;Pd;NUMBs|CASEa
sa;sá;սա;սա՛;P;Pd;NUMBs|CASEn
sahman;sahmanacʻ;սահման;սահմանաց;N;Nb;NUMBp|CASEb
sahmanem;sahmaneloy;սահմանեմ;սահմանելոյ;V;V-;NUMBs|MOODp|CASEd
sakar̄;sakar̄i;սակառ;սակառի;N;Nb;NUMBs|CASEg
sakaw;sakaw;սակաւ;սակաւ;P;Py;INFLn
sakaw;sakaw;սակաւ;սակաւ;P;Py;NUMBs|CASEa
sakaw;sakaw;սակաւ;սակաւ;P;Py;NUMBs|CASEn
sakaw;sakáw;սակաւ;սակա՛ւ;P;Py;NUMBs|CASEa
sakaw;sakáw;սակաւ;սակա՛ւ;P;Py;NUMBs|CASEn
sakaw;sakáwkʻ;սակաւ;սակա՛ւք;P;Py;NUMBp|CASEn
sakawik;sakawik;սակաւիկ;սակաւիկ;P;Py;NUMBs|CASEa
sakayn;sakayn;սակայն;սակայն;C;C-;INFLn
sakayn;sakayn;սակայն;սակայն;D;Df;INFLn
samitʻ;samitʻ;սամիթ;սամիթ;N;Nb;NUMBs|CASEa
sapʻor;sapʻor;սափոր;սափոր;N;Nb;NUMBs|CASEn
sastem;Sasteacʻ;սաստեմ;Սաստեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
sastem;sasteacʻ;սաստեմ;սաստեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
sastem;sastein;սաստեմ;սաստեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
sastem;sastelov;սաստեմ;սաստելով;V;V-;MOODd|CASEi
sastem;sasteá;սաստեմ;սաստեա՛;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
sastem;sasteín;սաստեմ;սաստեի՛ն;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
sastem;sastē;սաստեմ;սաստէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
sastem;sastēr;սաստեմ;սաստէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
sastik;sastik;սաստիկ;սաստիկ;A;A-;NUMBs|CASEn
satakem;satakescʻē;սատակեմ;սատակեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
satanay;satana;սատանայ;սատանա;N;Ne;NUMBs|CASEn
satanay;satanay;սատանայ;սատանայ;N;Ne;NUMBs|CASEa
satanay;satanay;սատանայ;սատանայ;N;Ne;NUMBs|CASEn
satanay;satanayi;սատանայ;սատանայի;N;Ne;NUMBs|CASEg
satanay;satanayē;սատանայ;սատանայէ;N;Ne;NUMBs|CASEb
sałmos;Sałmosacʻ;սաղմոս;Սաղմոսաց;N;Nb;NUMBp|CASEg
sałmos;sałmoss;սաղմոս;սաղմոսս;N;Nb;NUMBp|CASEl
sermanacʻan;sermanacʻan;սերմանացան;սերմանացան;N;Nb;NUMBs|CASEn
sermanem;sermanecʻer;սերմանեմ;սերմանեցեր;V;V-;PERS2|NUMBs|TENSa|MOODi|VOICa
sermanem;sermanecʻi;սերմանեմ;սերմանեցի;V;V-;PERS1|NUMBs|TENSa|MOODi|VOICa
sermanem;sermanel;սերմանեմ;սերմանել;V;V-;MOODn
sermanem;sermanen;սերմանեմ;սերմանեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
sermanikʻ;sermanís;սերմանիք;սերմանի՛ս;N;Nb;NUMBp|CASEa
sermn;Sermn;սերմն;Սերմն;N;Nb;NUMBs|CASEn
sełan;sełan;սեղան;սեղան;N;Nb;NUMBs|CASEa
sełan;sełan;սեղան;սեղան;N;Nb;NUMBs|CASEl
sełan;sełanoy;սեղան;սեղանոյ;N;Nb;NUMBs|CASEb
sełan;sełanoy;սեղան;սեղանոյ;N;Nb;NUMBs|CASEg
sełan;sełans;սեղան;սեղանս;N;Nb;NUMBp|CASEa
sełan;sełans;սեղան;սեղանս;N;Nb;NUMBs|CASEl
sełanawor;sełanawors;սեղանաւոր;սեղանաւորս;N;Nb;NUMBp|CASEa
sgam;sgaycʻēkʻ;սգամ;սգայցէք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICa
sireli;sireleacʻ;սիրելի;սիրելեաց;A;A-;NUMBp|CASEd
sireli;sireli;սիրելի;սիրելի;A;A-;NUMBs|CASEa
sireli;sireli;սիրելի;սիրելի;A;A-;NUMBs|CASEn
sireli;sirelis;սիրելի;սիրելիս;A;A-;NUMBp|CASEa
sirem;sireacʻ;սիրեմ;սիրեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
sirem;sirecʻēkʻ;սիրեմ;սիրեցէք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
sirem;siren;սիրեմ;սիրեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
sirem;sirescʻés;սիրեմ;սիրեսցե՛ս;V;V-;PERS2|NUMBs|TENSa|MOODs|VOICa
sirem;sirescʻē;սիրեմ;սիրեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
sirem;sirē;սիրեմ;սիրէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
sirem;sirēkʻ;սիրեմ;սիրէք;V;V-;PERS2|NUMBp|TENSp|MOODi|VOICa
sirem;sirḗ;սիրեմ;սիրէ՛;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
sirt;sirtkʻ;սիրտ;սիրտք;N;Nb;NUMBp|CASEn
sirt;sirts;սիրտ;սիրտս;N;Nb;NUMBp|CASEa
sirt;sirts;սիրտ;սիրտս;N;Nb;NUMBp|CASEl
sirt;srti;սիրտ;սրտի;N;Nb;NUMBs|CASEg
sirt;srti;սիրտ;սրտի;N;Nb;NUMBs|CASEl
sirt;srticʻ;սիրտ;սրտից;N;Nb;NUMBp|CASEb
sirt;srticʻ;սիրտ;սրտից;N;Nb;NUMBp|CASEg
sirt;srtiw;սիրտ;սրտիւ;N;Nb;NUMBs|CASEi
sirt;srtí;սիրտ;սրտի՛;N;Nb;NUMBs|CASEg
sirt;srtē;սիրտ;սրտէ;N;Nb;NUMBs|CASEb
skesowr;skesowr;սկեսուր;սկեսուր;N;Nb;NUMBs|CASEn
skesowr;skesrē;սկեսուր;սկեսրէ;N;Nb;NUMBs|CASEb
skizbn;skzbanē;սկիզբն;սկզբանէ;N;Nb;NUMBs|CASEb
skizbn;skzbanē;սկիզբն;սկզբանէ;N;Nb;NUMBs|CASEg
sksanim;Sksan;սկսանիմ;Սկսան;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
sksanim;sksan;սկսանիմ;սկսան;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICp
sksanim;sksanicʻi;սկսանիմ;սկսանիցի;V;V-;PERS3|NUMBs|TENSp|MOODs|VOICa
sksanim;sksanicʻikʻ;սկսանիմ;սկսանիցիք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICp
sksanim;sksanicʻin;սկսանիմ;սկսանիցին;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
sksanim;sksanicʻis;սկսանիմ;սկսանիցիս;V;V-;PERS2|NUMBs|TENSp|MOODs|VOICa
sksanim;sksanicʻín;սկսանիմ;սկսանիցի՛ն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
sksanim;sksaniǰikʻ;սկսանիմ;սկսանիջիք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICa
sksanim;sksaw;սկսանիմ;սկսաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
sksanim;skseal;սկսանիմ;սկսեալ;V;V-;NUMBs|MOODp|CASEn
sksanim;skəsaw;սկսանիմ;սկըսաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
sksanims;Sksaw;սկսանիմս;Սկսաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
skʻančʻanam;skʻančʻacʻán;սքանչանամ;սքանչացա՛ն;V;V-;PERS2|NUMBp|TENSa|MOODi|VOICp
snanim;sneal;սնանիմ;սնեալ;V;V-;NUMBs|MOODp|CASEn
sov;sov;սով;սով;N;Nb;NUMBs|CASEn
sov;sovkʻ;սով;սովք;N;Nb;NUMBp|CASEn
sov;sóv;սով;սո՛վ;N;Nb;NUMBs|CASEn
sovamah;sovamah;սովամահ;սովամահ;A;A-;NUMBs|CASEn
sovorowtʻiwn;sovorowtʻean;սովորութիւն;սովորութեան;N;Nb;NUMBs|CASEd
sowr;sowr;սուր;սուր;N;Nb;NUMBs|CASEa
sowr;sowrkʻ;սուր;սուրք;N;Nb;NUMBp|CASEn
sowr;srov;սուր;սրով;N;Nb;NUMBs|CASEi
sowr;sówr;սուր;սո՛ւր;N;Nb;NUMBs|CASEn
sowrb;sowrb;սուրբ;սուրբ;A;A-;NUMBs|CASEa
sowrb;sowrb;սուրբ;սուրբ;A;A-;NUMBs|CASEn
sowrb;srbocʻ;սուրբ;սրբոց;A;A-;NUMBp|CASEg
sowrb;srbov;սուրբ;սրբով;A;A-;NUMBs|CASEi
sowrb;srboy;սուրբ;սրբոյ;A;A-;NUMBs|CASEb
sowrb;srboy;սուրբ;սրբոյ;A;A-;NUMBs|CASEg
sowrb;sówrb;սուրբ;սո՛ւրբ;A;A-;NUMBs|CASEn
sowser;sowser;սուսեր;սուսեր;N;Nb;NUMBs|CASEa
sowser;sowserawkʻ;սուսեր;սուսերաւք;N;Nb;NUMBp|CASEi
sowser;sowseri;սուսեր;սուսերի;N;Nb;NUMBs|CASEg
sowt;sowt;սուտ;սուտ;A;A-;INFLn
sowt;sowt;սուտ;սուտ;N;Nb;NUMBs|CASEa
spananem;s_pa_nanicʻen;սպանանեմ;ս_պա_նանիցեն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
spananem;span;սպանանեմ;սպան;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
spananem;spananel;սպանանեմ;սպանանել;V;V-;MOODn
spananem;spananeloy;սպանանեմ;սպանանելոյ;V;V-;MOODd|CASEg
spananem;spananen;սպանանեմ;սպանանեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
spananem;spananer;սպանանեմ;սպանաներ;V;V-;PERS2|NUMBs|TENSp|MOODm|VOICa
spananem;spananicʻen;սպանանեմ;սպանանիցեն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
spananem;spananicʻén;սպանանեմ;սպանանիցե՛ն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
spananem;spananél;սպանանեմ;սպանանե՛լ;V;V-;MOODn
spananem;spancʻowkʻ;սպանանեմ;սպանցուք;V;V-;PERS1|NUMBp|TENSa|MOODs|VOICa
